code,date,profit,income,net profit margine,asset turn over,equity multiplier,ROE
000752,2000/12/31,26.3225 ,106.3801 ,0.2474 ,0.2426 ,1.5728 ,0.0944 
000752,1999/12/31,48.9749 ,124.1944 ,0.3943 ,0.3616 ,1.6251 ,0.2317 
000752,1998/12/31,26.5588 ,58.5615 ,0.4535 ,0.2344 ,1.4344 ,0.1525 
000752,1997/12/31,18.7151 ,52.8016 ,0.3544 ,0.3307 ,1.1514 ,0.1350 
000752,1996/12/31,15.2243 ,26.3700 ,0.5773 ,0.3099 ,1.0000 ,0.1789 
000752,1995/12/31,2.9265 ,11.8760 ,0.2464 ,0.2592 ,1.0000 ,0.0639 
000799,2017/12/31,174.1642 ,878.3314 ,0.1983 ,0.3583 ,1.2699 ,0.0902 
000799,2016/12/31,97.0223 ,654.8506 ,0.1482 ,0.2822 ,1.2849 ,0.0537 
000799,2015/12/31,74.2267 ,601.2245 ,0.1235 ,0.2740 ,1.2750 ,0.0431 
000799,2014/12/31,-103.6620 ,388.4824 ,-0.2668 ,0.1814 ,1.2344 ,-0.0597 
000799,2013/12/31,-38.7972 ,684.6316 ,-0.0567 ,0.2901 ,1.2833 ,-0.0211 
000799,2012/12/31,494.6642 ,1652.1310 ,0.2994 ,0.7043 ,1.4379 ,0.3032 
000799,2011/12/31,192.6187 ,961.8300 ,0.2003 ,0.5593 ,1.6162 ,0.1810 
000799,2010/12/31,78.7714 ,560.4873 ,0.1405 ,0.4461 ,1.7516 ,0.1098 
000799,2009/12/31,58.2629 ,364.9029 ,0.1597 ,0.3061 ,1.8384 ,0.0899 
000799,2008/12/31,41.1385 ,326.5092 ,0.1260 ,0.2635 ,2.0734 ,0.0688 
000799,2007/12/31,62.4610 ,211.3411 ,0.2955 ,0.1610 ,2.3726 ,0.1129 
000799,2006/12/31,-233.7875 ,201.6438 ,-1.1594 ,0.1272 ,2.3624 ,-0.3484 
000799,2005/12/31,-280.0097 ,357.2407 ,-0.7838 ,0.1854 ,2.0054 ,-0.2914 
000799,2004/12/31,34.2996 ,484.0379 ,0.0709 ,0.2435 ,1.8605 ,0.0321 
000799,2003/12/31,-94.9918 ,351.0636 ,-0.2706 ,0.1647 ,1.9694 ,-0.0878 
000799,2002/12/31,-150.0853 ,385.7339 ,-0.3891 ,0.1739 ,1.8302 ,-0.1239 
000799,2001/12/31,88.9851 ,494.0020 ,0.1801 ,0.2498 ,1.5335 ,0.0690 
000799,2000/12/31,59.4585 ,371.8487 ,0.1599 ,0.2123 ,1.3483 ,0.0458 
000799,1999/12/31,155.0883 ,499.1426 ,0.3107 ,0.3408 ,1.2915 ,0.1368 
000799,1998/12/31,196.5208 ,499.3276 ,0.3936 ,0.4643 ,1.2427 ,0.2271 
000799,1997/12/31,159.9686 ,445.0855 ,0.3594 ,0.6709 ,1.3944 ,0.3362 
000799,1996/12/31,93.7991 ,348.9884 ,0.2688 ,1.0209 ,2.5201 ,0.6915 
000799,1995/12/31,68.4674 ,212.8194 ,0.3217 ,1.0695 ,2.9619 ,1.0192 
000848,2017/12/31,418.1352 ,2111.8733 ,0.1980 ,0.7149 ,1.4625 ,0.2070 
000848,2016/12/31,455.7239 ,2520.8976 ,0.1808 ,0.9023 ,1.5070 ,0.2458 
000848,2015/12/31,468.5823 ,2706.2381 ,0.1731 ,1.2465 ,1.4279 ,0.3082 
000848,2014/12/31,450.0979 ,2702.7916 ,0.1665 ,1.4507 ,1.5667 ,0.3785 
000848,2013/12/31,343.5163 ,2632.5554 ,0.1305 ,1.5383 ,1.8400 ,0.3693 
000848,2012/12/31,227.6523 ,2137.8251 ,0.1065 ,1.4042 ,1.9057 ,0.2850 
000848,2011/12/31,194.5369 ,1937.3093 ,0.1004 ,1.3512 ,1.8614 ,0.2526 
000848,2010/12/31,178.8485 ,1816.4385 ,0.0985 ,1.4607 ,1.7410 ,0.2504 
000848,2009/12/31,141.4469 ,1328.6804 ,0.1065 ,1.2468 ,1.6824 ,0.2233 
000848,2008/12/31,116.0510 ,1516.7928 ,0.0765 ,1.4601 ,1.7515 ,0.1957 
000848,2007/12/31,91.8235 ,1394.1188 ,0.0659 ,1.2999 ,1.9604 ,0.1678 
000848,2006/12/31,75.4461 ,1103.3477 ,0.0684 ,0.9823 ,1.7759 ,0.1193 
000848,2005/12/31,48.8895 ,1187.5857 ,0.0412 ,1.0406 ,1.5049 ,0.0645 
000848,2004/12/31,41.5829 ,959.5265 ,0.0433 ,0.8483 ,1.4739 ,0.0542 
000848,2003/12/31,35.3558 ,1048.9302 ,0.0337 ,0.9295 ,1.4901 ,0.0467 
000848,2002/12/31,50.4688 ,1075.3924 ,0.0469 ,0.9464 ,1.6127 ,0.0716 
000848,2001/12/31,97.8270 ,998.3111 ,0.0980 ,0.9823 ,1.4488 ,0.1395 
000848,2000/12/31,53.4022 ,823.8758 ,0.0648 ,1.1829 ,1.2155 ,0.0932 
000848,1999/12/31,101.5213 ,739.8388 ,0.1372 ,1.4706 ,1.3929 ,0.2811 
000848,1998/12/31,71.6212 ,560.0356 ,0.1279 ,1.2740 ,1.4394 ,0.2345 
000848,1997/12/31,54.7173 ,530.3767 ,0.1032 ,1.7383 ,1.5093 ,0.2707 
000848,1996/12/31,42.1241 ,276.2880 ,0.1525 ,1.4084 ,2.4398 ,0.5239 
000848,1995/12/31,31.2655 ,184.7161 ,0.1693 ,1.1924 ,2.9923 ,0.6039 
000858,2017/12/31,10085.9692 ,30186.7804 ,0.3341 ,0.4536 ,1.2937 ,0.1961 
000858,2016/12/31,7056.7656 ,24543.7927 ,0.2875 ,0.4279 ,1.2395 ,0.1525 
000858,2015/12/31,6410.4843 ,21659.2874 ,0.2960 ,0.4378 ,1.1686 ,0.1514 
000858,2014/12/31,6058.2150 ,21011.4915 ,0.2883 ,0.4641 ,1.1705 ,0.1566 
000858,2013/12/31,8322.2154 ,24718.5886 ,0.3367 ,0.5531 ,1.3040 ,0.2428 
000858,2012/12/31,10335.7337 ,27201.0460 ,0.3800 ,0.6622 ,1.4946 ,0.3761 
000858,2011/12/31,6394.3772 ,20350.5945 ,0.3142 ,0.6206 ,1.5684 ,0.3059 
000858,2010/12/31,4562.0568 ,15541.3005 ,0.2935 ,0.6276 ,1.5031 ,0.2769 
000858,2009/12/31,3466.6684 ,11129.2205 ,0.3115 ,0.6481 ,1.3191 ,0.2663 
000858,2008/12/31,1829.6999 ,7933.0687 ,0.2306 ,0.6329 ,1.1891 ,0.1736 
000858,2007/12/31,1472.7841 ,7328.5558 ,0.2010 ,0.6691 ,1.2223 ,0.1644 
000858,2006/12/31,1179.3400 ,7389.5440 ,0.1596 ,0.7409 ,1.2721 ,0.1504 
000858,2005/12/31,799.0071 ,6424.4444 ,0.1244 ,0.6974 ,1.3186 ,0.1144 
000858,2004/12/31,829.7597 ,6301.4419 ,0.1317 ,0.7382 ,1.3536 ,0.1316 
000858,2003/12/31,703.7927 ,6336.7945 ,0.1111 ,0.8164 ,1.3680 ,0.1240 
000858,2002/12/31,618.9847 ,5710.3504 ,0.1084 ,0.8187 ,1.3916 ,0.1235 
000858,2001/12/31,816.3165 ,4744.2820 ,0.1721 ,0.8405 ,1.4301 ,0.2068 
000858,2000/12/31,768.2168 ,3956.6432 ,0.1942 ,0.9288 ,1.5182 ,0.2738 
000858,1999/12/31,649.0220 ,3311.4349 ,0.1960 ,0.9941 ,1.5917 ,0.3101 
000858,1998/12/31,553.2911 ,2814.3819 ,0.1966 ,1.4439 ,1.8069 ,0.5129 
000858,1997/12/31,341.2984 ,2204.6112 ,0.1548 ,2.1713 ,3.0892 ,1.0384 
000858,1996/12/31,259.9393 ,1310.0214 ,0.1984 ,1.6037 ,3.3279 ,1.0590 
000860,2017/12/31,442.3882 ,11733.8432 ,0.0377 ,0.6474 ,2.5986 ,0.0634 
000860,2016/12/31,424.6778 ,11197.2291 ,0.0379 ,0.6639 ,2.7368 ,0.0689 
000860,2015/12/31,383.2803 ,9637.4234 ,0.0398 ,0.6131 ,2.9413 ,0.0717 
000860,2014/12/31,364.7526 ,9480.6641 ,0.0385 ,0.6464 ,3.5080 ,0.0872 
000860,2013/12/31,204.6924 ,9072.3554 ,0.0226 ,0.6907 ,4.2629 ,0.0664 
000860,2012/12/31,130.6010 ,8341.9547 ,0.0157 ,0.7314 ,3.8150 ,0.0437 
000860,2011/12/31,321.6141 ,7580.2065 ,0.0424 ,0.7482 ,3.4996 ,0.1111 
000860,2010/12/31,281.8031 ,6268.4011 ,0.0450 ,0.6982 ,3.3614 ,0.1055 
000860,2009/12/31,183.3782 ,6087.1110 ,0.0301 ,0.8341 ,2.9556 ,0.0743 
000860,2008/12/31,242.2546 ,5175.5172 ,0.0468 ,0.9661 ,2.3206 ,0.1049 
000860,2007/12/31,165.5731 ,4521.1320 ,0.0366 ,1.1741 ,2.0030 ,0.0861 
000860,2006/12/31,106.5746 ,3213.8504 ,0.0332 ,0.9616 ,2.0520 ,0.0654 
000860,2005/12/31,101.4769 ,2912.2720 ,0.0348 ,1.0669 ,1.7184 ,0.0639 
000860,2004/12/31,102.5861 ,2174.7732 ,0.0472 ,1.0185 ,1.4777 ,0.0710 
000860,2003/12/31,89.1571 ,1331.4281 ,0.0670 ,0.7497 ,1.3934 ,0.0700 
000860,2002/12/31,76.3240 ,1042.6998 ,0.0732 ,0.6885 ,1.3061 ,0.0658 
000860,2001/12/31,71.3117 ,792.6091 ,0.0900 ,0.6462 ,1.2429 ,0.0723 
000860,2000/12/31,49.8227 ,682.2088 ,0.0730 ,0.6609 ,1.1857 ,0.0572 
000860,1999/12/31,83.0382 ,643.4378 ,0.1291 ,0.5893 ,1.2905 ,0.0981 
000860,1998/12/31,95.2360 ,734.0977 ,0.1297 ,0.7963 ,1.5635 ,0.1615 
000860,1997/12/31,68.9473 ,899.3751 ,0.0767 ,1.3190 ,1.9577 ,0.1980 
000860,1996/12/31,80.9778 ,896.4161 ,0.0903 ,1.4074 ,2.2056 ,0.2804 
000869,2017/12/31,1033.7935 ,4932.5452 ,0.2096 ,0.4099 ,1.3691 ,0.1176 
000869,2016/12/31,980.5894 ,4717.5965 ,0.2079 ,0.4314 ,1.3538 ,0.1214 
000869,2015/12/31,1030.2756 ,4649.7224 ,0.2216 ,0.4829 ,1.3047 ,0.1396 
000869,2014/12/31,977.7077 ,4156.7275 ,0.2352 ,0.4915 ,1.2647 ,0.1462 
000869,2013/12/31,1048.1859 ,4320.9486 ,0.2426 ,0.5359 ,1.2972 ,0.1686 
000869,2012/12/31,1700.9281 ,5643.5306 ,0.3014 ,0.7320 ,1.3755 ,0.3035 
000869,2011/12/31,1907.2087 ,6027.5492 ,0.3164 ,0.9078 ,1.4519 ,0.4171 
000869,2010/12/31,1454.2002 ,4982.9434 ,0.2918 ,0.8782 ,1.5825 ,0.4056 
000869,2009/12/31,1135.9855 ,4199.4034 ,0.2705 ,0.8911 ,1.6240 ,0.3915 
000869,2008/12/31,894.5065 ,3453.4423 ,0.2590 ,0.9446 ,1.4792 ,0.3619 
000869,2007/12/31,638.8946 ,2730.1661 ,0.2340 ,0.9130 ,1.3661 ,0.2919 
000869,2006/12/31,446.8659 ,2164.2267 ,0.2065 ,0.8526 ,1.2850 ,0.2262 
000869,2005/12/31,313.3852 ,1806.7229 ,0.1735 ,0.8006 ,1.2316 ,0.1710 
000869,2004/12/31,204.5206 ,1339.9746 ,0.1526 ,0.6510 ,1.2208 ,0.1213 
000869,2003/12/31,151.6348 ,1134.1657 ,0.1337 ,0.5985 ,1.2264 ,0.0981 
000869,2002/12/31,112.0839 ,929.2445 ,0.1206 ,0.5307 ,1.2272 ,0.0786 
000869,2001/12/31,171.6565 ,888.9497 ,0.1931 ,0.5430 ,1.2544 ,0.1315 
000869,2000/12/31,127.4803 ,873.6180 ,0.1459 ,0.7185 ,1.3325 ,0.1397 
000869,1999/12/31,92.3216 ,629.9270 ,0.1466 ,0.8127 ,1.4247 ,0.1697 
000869,1998/12/31,79.4887 ,568.4940 ,0.1398 ,0.7669 ,1.4562 ,0.1561 
000869,1997/12/31,61.1747 ,392.0627 ,0.1560 ,0.6482 ,1.7472 ,0.1767 
000869,1996/12/31,40.4440 ,315.3010 ,0.1283 ,0.7740 ,2.9060 ,0.2885 
000869,1995/12/31,27.8400 ,299.8580 ,0.0928 ,0.9220 ,3.6876 ,0.3157 
000929,2017/12/31,12.6406 ,596.1180 ,0.0212 ,0.3990 ,1.2934 ,0.0109 
000929,2016/12/31,-25.6217 ,677.4692 ,-0.0378 ,0.4350 ,1.3339 ,-0.0219 
000929,2015/12/31,78.1158 ,701.8720 ,0.1113 ,0.4498 ,1.3667 ,0.0684 
000929,2014/12/31,106.2589 ,795.7143 ,0.1335 ,0.5364 ,1.3993 ,0.1002 
000929,2013/12/31,46.4491 ,887.6783 ,0.0523 ,0.6271 ,1.4240 ,0.0467 
000929,2012/12/31,44.8607 ,816.4400 ,0.0549 ,0.6163 ,1.4007 ,0.0474 
000929,2011/12/31,-7.2012 ,769.3750 ,-0.0094 ,0.5802 ,1.4310 ,-0.0078 
000929,2010/12/31,131.6852 ,770.8992 ,0.1708 ,0.5918 ,1.5183 ,0.1535 
000929,2009/12/31,66.9594 ,851.4377 ,0.0786 ,0.7207 ,1.5574 ,0.0883 
000929,2008/12/31,60.2070 ,1008.8390 ,0.0597 ,0.7998 ,1.7846 ,0.0852 
000929,2007/12/31,35.9620 ,817.9622 ,0.0440 ,0.6223 ,2.0342 ,0.0557 
000929,2006/12/31,46.5922 ,756.7296 ,0.0616 ,0.6213 ,2.1063 ,0.0806 
000929,2005/12/31,34.0051 ,626.9080 ,0.0542 ,0.5843 ,2.1842 ,0.0692 
000929,2004/12/31,14.9977 ,440.4887 ,0.0340 ,0.4930 ,2.2848 ,0.0384 
000929,2003/12/31,-15.8524 ,253.2313 ,-0.0626 ,0.3240 ,2.2318 ,-0.0453 
000929,2002/12/31,1.3509 ,178.9120 ,0.0076 ,0.2339 ,2.1540 ,0.0038 
000929,2001/12/31,-172.7593 ,156.2386 ,-1.1057 ,0.1824 ,1.9785 ,-0.3991 
000929,2000/12/31,2.0968 ,186.9709 ,0.0112 ,0.1800 ,1.9007 ,0.0038 
000929,1999/12/31,43.5769 ,264.3617 ,0.1648 ,0.2948 ,2.1446 ,0.1042 
000929,1998/12/31,56.2856 ,386.0409 ,0.1458 ,0.6677 ,2.6379 ,0.2568 
000929,1997/12/31,48.5754 ,363.0656 ,0.1338 ,0.8147 ,2.7669 ,0.3016 
000995,2017/12/31,-187.6303 ,47.6051 ,-3.9414 ,0.1477 ,-6.5944 ,3.8384 
000995,2016/12/31,-126.6775 ,177.8281 ,-0.7124 ,0.3829 ,5.5153 ,-1.5045 
000995,2015/12/31,1.3441 ,104.5199 ,0.0129 ,0.2025 ,4.2811 ,0.0112 
000995,2014/12/31,-39.2885 ,57.2682 ,-0.6860 ,0.1188 ,3.5126 ,-0.2862 
000995,2013/12/31,-29.3053 ,107.8851 ,-0.2716 ,0.2355 ,2.6707 ,-0.1708 
000995,2012/12/31,10.0555 ,133.9263 ,0.0751 ,0.3038 ,2.4263 ,0.0553 
000995,2011/12/31,4.3896 ,104.7712 ,0.0419 ,0.2444 ,2.4313 ,0.0249 
000995,2010/12/31,-60.2878 ,64.3785 ,-0.9365 ,0.1433 ,2.1862 ,-0.2935 
000995,2009/12/31,6.4291 ,78.7546 ,0.0816 ,0.1514 ,2.1169 ,0.0262 
000995,2008/12/31,-59.1562 ,85.0445 ,-0.6956 ,0.1431 ,2.0813 ,-0.2071 
000995,2007/12/31,-51.0300 ,93.4175 ,-0.5463 ,0.1477 ,1.8931 ,-0.1527 
000995,2006/12/31,1.7739 ,111.5316 ,0.0159 ,0.1823 ,1.7358 ,0.0050 
000995,2005/12/31,5.4287 ,84.2027 ,0.0645 ,0.1521 ,1.5868 ,0.0156 
000995,2004/12/31,10.0857 ,83.6199 ,0.1206 ,0.1562 ,1.5669 ,0.0295 
000995,2003/12/31,-117.3544 ,51.3689 ,-2.2845 ,0.0857 ,1.5143 ,-0.2965 
000995,2002/12/31,-12.0613 ,107.4622 ,-0.1122 ,0.1617 ,1.4448 ,-0.0262 
000995,2001/12/31,2.9091 ,121.6930 ,0.0239 ,0.1830 ,1.4336 ,0.0063 
000995,2000/12/31,16.6085 ,162.1433 ,0.1024 ,0.3255 ,1.6271 ,0.0542 
000995,1999/12/31,27.7902 ,159.3314 ,0.1744 ,0.4840 ,2.3366 ,0.1973 
000995,1998/12/31,24.5176 ,133.0326 ,0.1843 ,0.4702 ,2.6895 ,0.2331 
002304,2017/12/31,6618.7861 ,19917.9422 ,0.3323 ,0.4854 ,1.4778 ,0.2384 
002304,2016/12/31,5804.9291 ,17183.1096 ,0.3378 ,0.4729 ,1.4836 ,0.2370 
002304,2015/12/31,5365.1993 ,16052.4441 ,0.3342 ,0.5127 ,1.4675 ,0.2515 
002304,2014/12/31,4508.0442 ,14672.2147 ,0.3073 ,0.5150 ,1.5347 ,0.2429 
002304,2013/12/31,5002.1533 ,15023.6249 ,0.3330 ,0.5792 ,1.6157 ,0.3116 
002304,2012/12/31,6151.9057 ,17270.4813 ,0.3562 ,0.8119 ,1.7280 ,0.4998 
002304,2011/12/31,4136.6082 ,12740.9217 ,0.3247 ,0.8392 ,1.7555 ,0.4783 
002304,2010/12/31,2298.6905 ,7619.0927 ,0.3017 ,0.8479 ,1.4416 ,0.3688 
002304,2009/12/31,1253.6131 ,4002.0485 ,0.3132 ,0.9228 ,1.3423 ,0.3880 
002304,2008/12/31,743.0575 ,2682.2037 ,0.2770 ,1.4689 ,1.7360 ,0.7064 
002304,2007/12/31,374.8511 ,1762.0150 ,0.2127 ,1.4062 ,2.2792 ,0.6818 
002387,2017/12/31,15.3303 ,31.7275 ,0.4832 ,0.0060 ,6.9334 ,0.0201 
002387,2016/12/31,26.1854 ,159.1576 ,0.1645 ,0.1232 ,1.7449 ,0.0354 
002387,2015/12/31,-641.5796 ,430.5078 ,-1.4903 ,0.2530 ,1.6209 ,-0.6113 
002387,2014/12/31,12.2887 ,583.3441 ,0.0211 ,0.2935 ,1.4535 ,0.0090 
002387,2013/12/31,14.5708 ,697.1563 ,0.0209 ,0.4126 ,1.2397 ,0.0107 
002387,2012/12/31,55.2741 ,762.8734 ,0.0725 ,0.5045 ,1.1291 ,0.0413 
002387,2011/12/31,102.8227 ,857.2049 ,0.1200 ,0.6120 ,1.1022 ,0.0809 
002387,2010/12/31,81.0075 ,639.5485 ,0.1267 ,0.6658 ,1.2743 ,0.1075 
002387,2009/12/31,67.2589 ,586.2148 ,0.1147 ,1.1356 ,2.0818 ,0.2712 
002387,2008/12/31,56.3334 ,501.9873 ,0.1122 ,1.2214 ,2.2076 ,0.3026 
002461,2017/12/31,198.0354 ,3763.6083 ,0.0526 ,0.4201 ,1.5491 ,0.0342 
002461,2016/12/31,127.3602 ,3542.9938 ,0.0359 ,0.5409 ,1.8692 ,0.0363 
002461,2015/12/31,97.2557 ,3516.9715 ,0.0277 ,0.5508 ,1.8792 ,0.0286 
002461,2014/12/31,69.7463 ,3523.7768 ,0.0198 ,0.5859 ,1.8033 ,0.0209 
002461,2013/12/31,46.4587 ,3349.1428 ,0.0139 ,0.5852 ,1.7395 ,0.0141 
002461,2012/12/31,53.7346 ,3474.8323 ,0.0155 ,0.6214 ,1.7264 ,0.0166 
002461,2011/12/31,49.8798 ,3562.6803 ,0.0140 ,0.6535 ,1.7042 ,0.0156 
002461,2010/12/31,91.4072 ,3052.8668 ,0.0299 ,0.6038 ,1.6776 ,0.0303 
002461,2009/12/31,88.3442 ,2827.8124 ,0.0312 ,0.5936 ,1.7049 ,0.0316 
002461,2008/12/31,61.3283 ,3227.2543 ,0.0190 ,0.6735 ,1.7614 ,0.0225 
002461,2007/12/31,230.7170 ,3733.1488 ,0.0618 ,0.9093 ,1.8709 ,0.1051 
002646,2017/12/31,-98.4180 ,1318.3620 ,-0.0747 ,0.4526 ,1.2234 ,-0.0413 
002646,2016/12/31,210.2448 ,1437.2048 ,0.1463 ,0.4884 ,1.2257 ,0.0876 
002646,2015/12/31,226.9256 ,1363.7350 ,0.1664 ,0.5220 ,1.1455 ,0.0995 
002646,2014/12/31,317.2600 ,1355.1421 ,0.2341 ,0.5546 ,1.1454 ,0.1487 
002646,2013/12/31,373.3868 ,1437.7272 ,0.2597 ,0.6339 ,1.1866 ,0.1953 
002646,2012/12/31,301.4457 ,1196.7922 ,0.2519 ,0.6061 ,1.1788 ,0.1799 
002646,2011/12/31,211.6321 ,841.7277 ,0.2514 ,0.6721 ,1.2379 ,0.2092 
002646,2010/12/31,135.5340 ,596.9238 ,0.2271 ,1.1640 ,1.6130 ,0.4263 
002646,2009/12/31,113.8464 ,427.7472 ,0.2662 ,1.5235 ,1.7613 ,0.7142 
600059,2017/12/31,164.6063 ,1637.3018 ,0.1005 ,0.3555 ,1.1609 ,0.0415 
600059,2016/12/31,121.5073 ,1535.2232 ,0.0791 ,0.3422 ,1.1607 ,0.0314 
600059,2015/12/31,133.6405 ,1375.9456 ,0.0971 ,0.3151 ,1.1579 ,0.0354 
600059,2014/12/31,185.9375 ,1337.9477 ,0.1390 ,0.3380 ,1.2658 ,0.0595 
600059,2013/12/31,145.0614 ,1467.9238 ,0.0988 ,0.4092 ,1.4482 ,0.0586 
600059,2012/12/31,192.3103 ,1421.7892 ,0.1353 ,0.4257 ,1.4170 ,0.0816 
600059,2011/12/31,171.3753 ,1245.5542 ,0.1376 ,0.4206 ,1.3504 ,0.0781 
600059,2010/12/31,126.4478 ,1079.2333 ,0.1172 ,0.4150 ,1.4995 ,0.0729 
600059,2009/12/31,77.8621 ,740.5710 ,0.1051 ,0.3524 ,1.5885 ,0.0589 
600059,2008/12/31,100.1886 ,747.8135 ,0.1340 ,0.4008 ,1.4847 ,0.0797 
600059,2007/12/31,102.7937 ,814.9173 ,0.1261 ,0.3782 ,1.7665 ,0.0843 
600059,2006/12/31,28.3285 ,735.3073 ,0.0385 ,0.3038 ,1.9780 ,0.0232 
600059,2005/12/31,18.5894 ,610.6928 ,0.0304 ,0.2596 ,1.8891 ,0.0149 
600059,2004/12/31,55.6039 ,566.3054 ,0.0982 ,0.2621 ,1.7220 ,0.0443 
600059,2003/12/31,62.5572 ,525.2503 ,0.1191 ,0.2668 ,1.6092 ,0.0511 
600059,2002/12/31,69.2623 ,486.7125 ,0.1423 ,0.2703 ,1.5230 ,0.0586 
600059,2001/12/31,68.5062 ,437.6733 ,0.1565 ,0.2778 ,1.5790 ,0.0687 
600059,2000/12/31,75.9594 ,391.5977 ,0.1940 ,0.3016 ,1.6738 ,0.0979 
600059,1999/12/31,82.4986 ,397.0566 ,0.2078 ,0.3706 ,1.7632 ,0.1358 
600059,1998/12/31,70.3681 ,391.2214 ,0.1799 ,0.4252 ,1.9507 ,0.1492 
600059,1997/12/31,68.1122 ,348.5262 ,0.1954 ,0.6053 ,2.0820 ,0.2463 
600059,1996/12/31,46.9787 ,304.9719 ,0.1540 ,1.1415 ,3.0643 ,0.5389 
600059,1995/12/31,30.4959 ,239.3693 ,0.1274 ,1.1117 ,2.9466 ,0.4173 
600084,2017/12/31,-90.4021 ,401.7353 ,-0.2250 ,0.1228 ,1.3674 ,-0.0378 
600084,2016/12/31,11.8665 ,264.6342 ,0.0448 ,0.0702 ,1.5573 ,0.0049 
600084,2015/12/31,27.6883 ,303.1408 ,0.0913 ,0.0769 ,1.6458 ,0.0116 
600084,2014/12/31,8.4080 ,523.4536 ,0.0161 ,0.1505 ,2.1173 ,0.0051 
600084,2013/12/31,8.8008 ,552.1416 ,0.0159 ,0.1903 ,3.2290 ,0.0098 
600084,2012/12/31,13.9338 ,619.0394 ,0.0225 ,0.2218 ,3.1455 ,0.0157 
600084,2011/12/31,-184.7414 ,537.0891 ,-0.3440 ,0.1823 ,3.0288 ,-0.1899 
600084,2010/12/31,90.4432 ,487.8710 ,0.1854 ,0.1513 ,3.0320 ,0.0850 
600084,2009/12/31,-232.7066 ,345.9296 ,-0.6727 ,0.1202 ,15.1458 ,-1.2246 
600084,2008/12/31,-313.4399 ,478.2439 ,-0.6554 ,0.1859 ,-4.8926 ,0.5960 
600084,2007/12/31,4.8887 ,645.1868 ,0.0076 ,0.2335 ,-7.4353 ,-0.0132 
600084,2006/12/31,-643.3538 ,368.9242 ,-1.7439 ,0.1116 ,58.5724 ,-11.3973 
600084,2005/12/31,-415.7977 ,1357.2267 ,-0.3064 ,0.3063 ,6.0958 ,-0.5721 
600084,2004/12/31,6.1568 ,1963.1256 ,0.0031 ,0.3756 ,5.5285 ,0.0065 
600084,2003/12/31,58.9373 ,2523.7448 ,0.0234 ,0.6405 ,4.4394 ,0.0664 
600084,2002/12/31,77.7364 ,1282.5529 ,0.0606 ,0.5823 ,2.8546 ,0.1008 
600084,2001/12/31,73.6831 ,860.2471 ,0.0857 ,0.4911 ,2.6321 ,0.1107 
600084,2000/12/31,88.7744 ,690.5383 ,0.1286 ,0.5277 ,2.1885 ,0.1485 
600084,1999/12/31,40.7696 ,498.2425 ,0.0818 ,0.5766 ,1.8225 ,0.0860 
600084,1998/12/31,51.2649 ,609.2568 ,0.0841 ,1.0029 ,1.6623 ,0.1403 
600084,1997/12/31,35.4154 ,507.7145 ,0.0698 ,1.4183 ,1.7947 ,0.1776 
600084,1996/12/31,29.5934 ,233.6264 ,0.1267 ,1.3802 ,3.1655 ,0.5534 
600084,1995/12/31,21.1881 ,80.8916 ,0.2619 ,0.6440 ,3.0050 ,0.5069 
600090,2017/12/31,581.0137 ,9855.3465 ,0.0590 ,1.3625 ,1.2096 ,0.0972 
600090,2016/12/31,551.2644 ,8996.5684 ,0.0613 ,2.0645 ,1.2904 ,0.1632 
600090,2015/12/31,64.2755 ,1204.9771 ,0.0533 ,0.8620 ,1.7377 ,0.0799 
600090,2014/12/31,94.7060 ,1132.1649 ,0.0837 ,0.8533 ,1.5517 ,0.1108 
600090,2013/12/31,192.0600 ,1307.2584 ,0.1469 ,1.0248 ,1.5318 ,0.2306 
600090,2012/12/31,105.8667 ,1252.4212 ,0.0845 ,1.0219 ,1.7923 ,0.1548 
600090,2011/12/31,124.1834 ,1132.5561 ,0.1096 ,1.0069 ,1.8865 ,0.2083 
600090,2010/12/31,113.3676 ,990.5201 ,0.1145 ,0.9329 ,1.9847 ,0.2119 
600090,2009/12/31,38.3262 ,986.4616 ,0.0389 ,0.9005 ,2.1404 ,0.0749 
600090,2008/12/31,130.5354 ,905.4411 ,0.1442 ,0.8770 ,2.1831 ,0.2760 
600090,2007/12/31,131.2260 ,805.5695 ,0.1629 ,0.8873 ,2.2905 ,0.3311 
600090,2006/12/31,97.9395 ,784.7702 ,0.1248 ,1.0040 ,5.7729 ,0.7234 
600090,2005/12/31,3.5062 ,198.5463 ,0.0177 ,0.2586 ,-1.3628 ,-0.0062 
600090,2004/12/31,-212.9793 ,251.5382 ,-0.8467 ,0.2628 ,-1.0090 ,0.2246 
600090,2003/12/31,-1267.2930 ,506.0451 ,-2.5043 ,0.3163 ,-17.2413 ,13.6584 
600090,2002/12/31,38.1563 ,727.4140 ,0.0525 ,0.3856 ,3.0367 ,0.0614 
600090,2001/12/31,76.1479 ,689.1719 ,0.1105 ,0.4891 ,2.6208 ,0.1416 
600090,2000/12/31,91.9460 ,628.3037 ,0.1463 ,0.7038 ,2.2173 ,0.2284 
600090,1999/12/31,37.7967 ,286.1084 ,0.1321 ,0.5008 ,2.0272 ,0.1341 
600090,1998/12/31,28.4622 ,204.9512 ,0.1389 ,0.4279 ,1.8969 ,0.1127 
600090,1997/12/31,41.0016 ,163.9770 ,0.2500 ,0.5616 ,1.8266 ,0.2565 
600090,1996/12/31,11.4908 ,95.5918 ,0.1202 ,0.7076 ,1.7849 ,0.1518 
